Emotion,Text
Anger,"They left behind them broken glass , tyre marks on the road and another exasperated shop owner . "
Neutral,"I want to improve my handwriting , and I've practiced it for several weeks , but nothing happened . You see , my handwriting is still bad . "
Joy,@lizfits Pssssh. We're looking at the first snow today.  Maybe a sheet of ice too. 
Sadness,"Well, I just cut Jay Cutler from my fantasy team "
Surprise,The awkward moment when you're on a date and you look down and realize your pants aren't zipped. 
Sadness,"@NextActPub She is one of the most attractive people I have met this year, but that mo takes it all away. @MovemberEdm"
Anger,"He looked away , a bitter Anger in his eyes . "
Surprise,"Almost finished! Just bought the presents, i'll finish the poem tonight, and then i have to finish the , but when? #OOPS!"
Anger,I hate people with really shit taste in music! Seriously shut up!! 
Surprise,Despite me liking her appearances on the GREAT INDIAN COMEDY SHOW always... despite that. PURBI JOSHI - DAMADAMM  
Fear,"This year I don't intend to drive in the snow, and ESPECIALLY not on the motorway. RESPECT mother nature "
Neutral, Certainly ! 
Anger,"OFFA release details of new Access Agreements - Lots of new fee waivers (£37m)... great for Treasury, not so great for students "
Fear,"sometime I don't even have to talk to my kids, I give them certain looks and they know exactly what to do..... "
Anger," No , don't , I don't want to see you anymore . Don't ever call me again . "
Sadness,You know ... I did very poorly on that test . 
Neutral, OK . Bye ! 
Surprise,Guess I forgot to check the weather for today...I had no idea it was supposed to snow #wherearemyuggs
Neutral, What for ? 
Neutral, You bet it . 
Anger,@DetroitLionsNFL Horrible PI call...again.  Why do the Lions even show up? Refs already decided what will happen. 
Joy,"Right peeps i'm off, got my sister's ice skating show to go to "
Sadness," Sorry , I don ’ t know the rule about punching . "
Joy,"Riot police were needed to quell pitch invasions. -- More than 200,000 ecstatic Leeds United fans took part in a carnival-style street party yesterday as their team paraded the League Championship trophy . "
Joy,When I got engaged to a boy of my choice.
Surprise,"Despite a few exggerations, there was something very smooth about it-black humour and crazy sub-plots. MY FRIEND PINTO  "
Sadness,Determinedly she put her worries and the root cause of her despondency behind her and tried to think more cheerfully . 
Joy,Slice of life. Azumanga Daioh a good relax tool for busy and stressful days. 
Sadness,"There must be another reason why you are so sad , "" he said , looking kindly at me . "
Sadness,"I was on my way back from the Inter Rail, on board the ferry from Stockholm when my father called me at 7 o'clock to tell me that my uncle had died and that I would be seeing him off on his final journey within four days."
Joy,"Henry Tyler would not have described her as a happy woman , but afterward he could not say that she had seemed at all unwell . "
Sadness,Totally just woke up and thought it was Christmas morning.  
Joy, It's nice of you to say so . 
Sadness,@seturego2thside You left?? Are you gonna be back around Christmas cause I may have a birthday party
Anger," There was a guy on the sidewalk.He had three new boxes , Panasonic video camera boxes.He said he had to get rid of them quick . "
Anger,"I've a situation of responsibility an employee who had a habit of being late, came late again after promising to say he would be at work in a few minutes, then arrived 3 hours later. He had been drinking."
Anger,Dear God make the person Who's On my mind Die (Ameen) 
Surprise,"I found a idea which'd require me to draw 24 different pictures in the next few days. :D Oh boy, that'll be fun.  "
Joy,The thought of waking up to go to work tomorrow makes me feel SICK 
Joy, Have you ever been to America ? 
Joy,Silver lining today though I am working was a yummy dinner followed by ice-cream at Lakeview 
Surprise,is it bad that i check twitter on a seconds basis? you just never know what people have to say #whatshespregnant?!?!?
Fear,I found a problem in homework which would not get solved although I tried my best.
Joy,computer magically broke getting readyyy
Fear,I'm so afraid of viruses now. why did he have to watch this video?! 
Joy,Love is the highest vibration in the Universe. It sends shivers of up my spine! #Quote for #love #peace and #Joy
Neutral,So the company decided to cancel your trip to Hong Kong ? 
Surprise,Trois jeunes engagés politiquement à gauche pour le  Globalement d'accord sur les questions économiques. 
Surprise,It feels good to be back @ school. 
Surprise,This sweet lady at the market complimented me on my outfit and said you're so cute you probably have a g/f.  
Fear,"You know that scary realization you are not going to make it until your next paycheck? Yeah, that. Payday is a painful 13 days away. "
Sadness,"Bathsheba was watching his expression closely , and she had never been more miserable . "
Surprise, you break into @ashtoncaldwell2's house when she's out of town to get your birthday cake &amp; she doesn't know. 
Joy,had the same headache for three days straight 
Joy,"k im really not up for any homework, i really dont want to do it during my spare... this is when i start to have a debate with myself! "
Sadness,Today I wrote a &quot;to-do&quot; list .....and the ooonly thing that gone done...was the actual writing of the to do list!  
Sadness,"When you learn that your computer is broken until March, you are going to be depressed.   "
Disgust,@StevenLazar0ff ew I hate chapel hill mall. 
Neutral, here we go . 
Joy,@TheBodyShopUK The fact I get to spend another Christmas with my 90yr old Nana brings me :)
Joy,"When things go well, we're elated...When hardships come, we're depressed... for true that transcends the wave of circumstance!"
Sadness,"McColgan , slumped in deep dejection , said afterwards : ` It was just a bad race on my part . "
Surprise,@C_evon Yeah yeah lol. &amp;&amp; You won't know what you &quot;left&quot; unless you come get it 
Joy,Just shit my pants. Pure gravy 100% 
Joy,Where there is there is #creation. Where there is no Joy there is no creation. Know the nature of Joy.
Sadness,My cell phone has low battery I don't know where my charger is 
Surprise, is finally done and dusted so I can concentrate my my xmas card design. First I sleep.
Sadness,"i already got all my christmas presents, so i have nothing to open... "
Fear,The only song I can really really like of his RT @CBake_OneSeven: Drake be writing that real 
Sadness,When my uncle died whom I had loved very much. I was very sad and I felt totally helpless.
Joy,I would give anything for a nap. Its one of those 6am-9pm days. 
Joy,"@TheBodyShopUK A relaxing, hot bubble bath complete with pamper session brings me "
Surprise,I love a good Surprise in the morning!! 
Anger,"He was on his feet , the chair toppling over behind him , his face livid , his knuckles white-ridged and aimed at her . "
Fear,That if ever I was really naughty I would be sent away from my Mum and Dad to another family. I was fostered from age 5 and didn't get to Mum and Dad until I was 6 and then legally adopted at 14.
Disgust,Facebook me.I hate how whatever u say or do there u get judged by ppl who r suppose to be ur &quot;Friends&quot; thats y I stick with Twitter
Anger,I thought him a good friend but he tried to lie to me several times. Last time was the height of impudence. He promised he would come home but he didn't. I felt a sense of Anger and insult.
Joy,Sitting next to a room full of personal growth and laughter... 
Joy,At home  with 10 year olds who have had too much mountain dew.. 
Sadness, We got lost coming back . I guess I don't really know this town yet . 
Anger,I'm not even sure the words to express how I feel about the  game... Like I'm speechless #lordhelpme
Sadness,"A heartbroken Daniels watched this all going on , and was moved to break the golden rule of not speaking until spoken to . "
Sadness,Wishes @zorgill23 was here to watch friends with me! Late night rerun tradition. 
Joy,Going to bed..(: getting Christmas pictures made tomorrow. 
Surprise,nog stukje van gedicht maken nog steeds hahaha 
Sadness,Ando out with a Knee Injury till Feb. :/ #mufc
Surprise,"Mind-blowing information is coming to you mind-blowingly soon.... that's right, our NOLA New Years details are coming TONIGHT! "
Joy,4 hour car ride 
Joy,E domani parodia di Breaking Dawn. Grazie degli spoiler Gu. 
Surprise,"@jas_faz I'm doing my usual bit of stalking.. Road works just woke me up, and its quite sunny in bodmin whatsapp me please babe"
Joy,Wearing my new Maroon Out shirt (Thank you Mom &amp; Dad! What an awesome Surprise!) Eating chili. Visiting w/ my parents while they cook. 
Surprise,Klaar wachten op mama dan naar school bij me &quot;
Sadness,"With Summer, Katie, and Bonnie. My life and Bonnie's life sucks. Haha.. We are laying in our sad spots. "
Anger,"At first Anne felt indignant with Joe , but when she thought it over , realised the good sense of his warning . "
